,Entreprise,Metier,Technologies,Diplome,Experience,Ville,Techlist
8134,"Neilson Financial Services, USA",Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,No diploma,3.0,Lyon,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
8135,University of Texas at Austin,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,7.0,Bordeaux,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
8136,Dyson,Data architecte,java/aws/elasticsearch/kibana,Bachelor,3.0,Paris,"['java', 'aws', 'elasticsearch', 'kibana']"
8137,Ball Aerospace,Lead data scientist,r/python/spark/pycharm/sas/sql,Bachelor,5.0,Marseille,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
8138,Celect,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Master,3.0,Lyon,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
8139,Micro Tech Staffing Group,Lead data scientist,r/python/hadoop/hive/sql,Master,3.0,Paris,"['r', 'python', 'hadoop', 'hive', 'sql']"
8140,UNKNOWN,Data scientist,python/pyspark/machine learning/microsoft azure,Phd,0.0,Marseille,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
8141,Howard Hughes Medical Institute,Data scientist,r/machine learning/excel/vba,Master,2.0,Strasbourg,"['r', 'machine learning', 'excel', 'vba']"
8142,Amgen,Data scientist,matlab/c/c++/python/scikit-learn,Phd,1.0,Rouen,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
8143,Vertex,Data engineer,spark/python/scala,Master,4.0,Paris,"['spark', 'python', 'scala']"
8144,Partners HealthCare(PHS),Data architecte,mongodb/sql/docker,Master,2.5,Strasbourg,"['mongodb', 'sql', 'docker']"
8145,John Hancock,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,5.0,Toulouse,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8146,Trunk Club,Data scientist,java/c/c++/r/python,Master,2.5,Lyon,"['java', 'c', 'c++', 'r', 'python']"
8147,NYU Langone Health,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Bachelor,1.5,Lyon,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
8148,UNKNOWN,Data scientist,excel/python/matlab/r/machine learning/anglais,Phd,0.5,Paris,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
8149,CDK Global,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Master,0.5,Toulouse,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
8150,University of Illinois at Chicago,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,3.0,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8151,UNKNOWN,Data architecte,java/python/linux,Master,4.0,Nantes,"['java', 'python', 'linux']"
8152,Ball Aerospace,Data architecte,python/spark/hive/hadoop,Master,2.5,Marseille,"['python', 'spark', 'hive', 'hadoop']"
8153,UNKNOWN,Data scientist,c++/r/python/matlab/matplotlib,Master,0.0,Bordeaux,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
8154,Cognitive Scale,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8155,CDK Global,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Master,3.0,Lyon,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
8156,The Climate Corporation,Data engineer,spark/python/scala,No diploma,3.0,Paris,"['spark', 'python', 'scala']"
8157,UnitedHealth Group,Data scientist,excel/vba/r,Phd,1.0,Strasbourg,"['excel', 'vba', 'r']"
8158,UNKNOWN,Data architecte,python/spark/hive/hadoop,Master,13.0,Bordeaux,"['python', 'spark', 'hive', 'hadoop']"
8159,Harnham,Data architecte,java/linux/docker,No diploma,6.0,Rennes,"['java', 'linux', 'docker']"
8160,Ball Aerospace,Lead data scientist,sql/r/python/big data,Phd,2.5,Marseille,"['sql', 'r', 'python', 'big data']"
8161,General Electric,Data engineer,c/c++/java/python/linux,No diploma,3.0,Marseille,"['c', 'c++', 'java', 'python', 'linux']"
8162,Deloitte,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Bachelor,4.0,Paris,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
8163,UNKNOWN,Data scientist,sql/r/python/big data,Master,3.0,Toulouse,"['sql', 'r', 'python', 'big data']"
8164,Georgia Tech Research Institute,Data engineer,linux/python/hadoop/perl/ruby,Bachelor,7.0,Toulon,"['linux', 'python', 'hadoop', 'perl', 'ruby']"
8165,UNKNOWN,Data scientist,matlab/c/c++/python/scikit-learn,Phd,0.0,Strasbourg,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
8166,SHI International Corp.,Data architecte,python/spark/hive/hadoop,Master,0.5,Lyon,"['python', 'spark', 'hive', 'hadoop']"
8167,Celect,Data scientist,excel/vba/r,Phd,2.0,Lyon,"['excel', 'vba', 'r']"
8168,DigitasLBi,Data scientist,python/r/machine learning/excel/vba/c++,Phd,0.5,Paris,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
8169,Rush University Medical Center,Data architecte,java/python/linux,No diploma,1.0,Bordeaux,"['java', 'python', 'linux']"
8170,Assembly,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Master,3.5,Lyon,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
8171,KCS Partners,Data scientist,sql/r/python/big data,Phd,0.5,Rennes,"['sql', 'r', 'python', 'big data']"
8172,Ball Aerospace,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Master,2.5,Paris,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
8173,Google,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Master,3.0,Bordeaux,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
8174,UNKNOWN,Data architecte,hadoop/elasticsearch,Phd,1.5,Lyon,"['hadoop', 'elasticsearch']"
8175,Method Products,Data engineer,python/pyspark/spark,Master,6.0,Toulouse,"['python', 'pyspark', 'spark']"
8176,Boston Children's Hospital,Data architecte,python/hadoop/kafka/aws,Bachelor,4.0,Lyon,"['python', 'hadoop', 'kafka', 'aws']"
8177,UNKNOWN,Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,Master,0.0,Bordeaux,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
8178,UNKNOWN,Data scientist,excel/vba/r,Phd,2.0,Bordeaux,"['excel', 'vba', 'r']"
8179,"Miragen Therapeutics, Inc.",Data scientist,matlab/c/c++/python/scikit-learn,Master,1.0,Lyon,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
8180,Ball Aerospace,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Phd,1.5,Toulouse,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
8181,NYU Langone Health,Data scientist,python/r/spark/hadoop/sql,Phd,0.5,Paris,"['python', 'r', 'spark', 'hadoop', 'sql']"
8182,DEPT OF HEALTH/MENTAL HYGIENE,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Master,1.0,Lyon,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
8183,US Foods,Data architecte,c/c++/java/python,Master,3.5,Paris,"['c', 'c++', 'java', 'python']"
8184,AXIS Insurance,Data scientist,r/python/spark/pycharm/sas/sql,Master,2.0,Bordeaux,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
8185,CACI,Data scientist,c++/r/python/matlab/matplotlib,Phd,0.0,Paris,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
8186,Vertex Pharmaceuticals,Data engineer,oracle/java/mysql/linux,Bachelor,0.0,Paris,"['oracle', 'java', 'mysql', 'linux']"
8187,McKinsey & Company,Lead data scientist,matlab/python/c++/numpy/tensorflow/scikit-learn,Master,9.0,Nice,"['matlab', 'python', 'c++', 'numpy', 'tensorflow', 'scikit-learn']"
8188,JP Morgan Chase,Data scientist,vba/python/excel/r,Phd,3.5,Marseille,"['vba', 'python', 'excel', 'r']"
8189,Ball Aerospace,Data scientist,sql/r/python/big data,Bachelor,1.5,Lille,"['sql', 'r', 'python', 'big data']"
8190,Wunderman,Data engineer,python/java/linux/gnu,Master,4.0,Nantes,"['python', 'java', 'linux', 'gnu']"
8191,JUUL Labs,Data architecte,python/hadoop/kafka/aws,Phd,1.0,Bordeaux,"['python', 'hadoop', 'kafka', 'aws']"
8192,Invicro,Data scientist,python/tensorflow/r/big data,Bachelor,3.5,Bordeaux,"['python', 'tensorflow', 'r', 'big data']"
8193,Emory University,Lead data scientist,sql/r/python/big data,Bachelor,2.5,Paris,"['sql', 'r', 'python', 'big data']"
8194,ProClinical,Data scientist,sql/r/python/big data,Phd,2.5,Lyon,"['sql', 'r', 'python', 'big data']"
8195,SpotHero,Data architecte,c/c++/java/python,Master,2.0,Paris,"['c', 'c++', 'java', 'python']"
8196,Lighthouse Lab Services,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,7.0,Bordeaux,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8197,TCGplayer,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.5,Montpellier,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8198,Ball Aerospace,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Bachelor,1.5,Marseille,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
8199,Headway Workforce Solutions,Data architecte,hadoop/elasticsearch,Phd,3.0,Paris,"['hadoop', 'elasticsearch']"
8200,UNKNOWN,Data engineer,python/spark/gnu/linux,No diploma,5.0,Rennes,"['python', 'spark', 'gnu', 'linux']"
8201,UNKNOWN,Lead data scientist,java/c/c++/r/python,Phd,3.5,Lille,"['java', 'c', 'c++', 'r', 'python']"
8202,Georgia State University,Lead data scientist,python/pyspark/machine learning/microsoft azure,Master,21.0,Grenoble,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
8203,UNKNOWN,Lead data scientist,sql/r/python/big data,Master,6.0,Paris,"['sql', 'r', 'python', 'big data']"
8204,AP Staffing,Data engineer,python/pyspark/spark,Master,1.5,Marseille,"['python', 'pyspark', 'spark']"
8205,Ball Aerospace,Data architecte,elasticsearch/kibana/redshift,Phd,0.5,Marseille,"['elasticsearch', 'kibana', 'redshift']"
8206,University of Colorado,Data scientist,r/python/spark/pycharm/sas/sql,Master,3.5,Nice,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
8207,UNKNOWN,Data scientist,r/python/hadoop/hive/sql,Phd,1.5,Rennes,"['r', 'python', 'hadoop', 'hive', 'sql']"
8208,Brigham & Women's Hospital(BWH),Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Bachelor,2.5,Bordeaux,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
8209,NORC at the University of Chicago,Data architecte,java/python/linux,Bachelor,0.0,Lyon,"['java', 'python', 'linux']"
8210,Ameriprise Financial,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.5,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8211,Draper,Data scientist,r/machine learning/excel/vba,Phd,1.0,Marseille,"['r', 'machine learning', 'excel', 'vba']"
8212,23andMe,Data scientist,sql/r/python/big data,Master,2.5,Lyon,"['sql', 'r', 'python', 'big data']"
8213,KPMG,Data engineer,spark/python/scala,Master,0.5,Nantes,"['spark', 'python', 'scala']"
8214,HDR,Data engineer,spark/python/scala,Phd,5.0,Lyon,"['spark', 'python', 'scala']"
8215,UNKNOWN,Data architecte,python/hadoop/kafka/aws,Master,12.0,Toulouse,"['python', 'hadoop', 'kafka', 'aws']"
8216,Feedzai,Data architecte,cassandra/mongodb/nosql/aws,Bachelor,3.0,Lyon,"['cassandra', 'mongodb', 'nosql', 'aws']"
8217,Tempus,Data architecte,hadoop/elasticsearch,Master,3.5,Bordeaux,"['hadoop', 'elasticsearch']"
8218,Brigham & Women's Hospital(BWH),Data engineer,java/linux/gnu/docker,Master,4.0,Rennes,"['java', 'linux', 'gnu', 'docker']"
8219,UNKNOWN,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,No diploma,0.0,Lyon,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
8220,Lab126,Data scientist,r/python/sql/teradata/big data,Master,0.0,Bordeaux,"['r', 'python', 'sql', 'teradata', 'big data']"
8221,UNKNOWN,Lead data scientist,sql/r/python/big data,Master,1.0,Lyon,"['sql', 'r', 'python', 'big data']"
8222,Allstate,Data engineer,oracle/java/mysql/linux,No diploma,3.5,Paris,"['oracle', 'java', 'mysql', 'linux']"
8223,Boston University,Data engineer,java/hadoop/hadoop/yarn,Master,3.5,Marseille,"['java', 'hadoop', 'hadoop', 'yarn']"
8224,Penske Media Corp.,Data scientist,python/r/spark/hadoop/sql,Phd,3.0,Lyon,"['python', 'r', 'spark', 'hadoop', 'sql']"
8225,Rippleshot,Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,Master,2.5,Lyon,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
8226,UNKNOWN,Data architecte,elasticsearch/kibana/redshift,Master,5.0,Paris,"['elasticsearch', 'kibana', 'redshift']"
8227,Label Insight,Data architecte,python/spark/hive/hadoop,Master,1.5,Marseille,"['python', 'spark', 'hive', 'hadoop']"
8228,Akuna Capital,Data engineer,java/linux/gnu/docker,Master,3.0,Strasbourg,"['java', 'linux', 'gnu', 'docker']"
8229,The Home Depot,Data architecte,hadoop/hive/vertica/tableau,Master,1.0,Paris,"['hadoop', 'hive', 'vertica', 'tableau']"
8230,Ball Aerospace,Lead data scientist,r/python/hadoop/hive/sql,Phd,5.0,Lyon,"['r', 'python', 'hadoop', 'hive', 'sql']"
8231,UNKNOWN,Lead data scientist,c/c++/java/python,Master,2.5,Paris,"['c', 'c++', 'java', 'python']"
8232,UNKNOWN,Data scientist,python/r/spark/hadoop/sql,Master,0.0,Lille,"['python', 'r', 'spark', 'hadoop', 'sql']"
8233,UNKNOWN,Data engineer,java/hadoop/hadoop/yarn,Master,0.0,Toulouse,"['java', 'hadoop', 'hadoop', 'yarn']"
8234,Uptown Treehouse,Data scientist,python/r/spark/hadoop/sql,Phd,2.0,Nantes,"['python', 'r', 'spark', 'hadoop', 'sql']"
8235,Ball Aerospace,Lead data scientist,r/machine learning/excel/vba,Master,0.0,Paris,"['r', 'machine learning', 'excel', 'vba']"
8236,National Fish Wildlife Foundation,Data architecte,hadoop/hive/vertica/tableau,No diploma,13.0,Lille,"['hadoop', 'hive', 'vertica', 'tableau']"
8237,UNKNOWN,Data engineer,python/java/linux/gnu,Master,3.5,Rennes,"['python', 'java', 'linux', 'gnu']"
8238,ICF,Data scientist,r/machine learning/excel/vba,Master,8.0,Nantes,"['r', 'machine learning', 'excel', 'vba']"
8239,Massachusetts General Hospital(MGH),Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,3.5,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8240,Ball Aerospace,Data scientist,c/c++/java/python,Bachelor,1.5,Rennes,"['c', 'c++', 'java', 'python']"
8241,The University of Chicago,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Master,3.5,Lille,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
8242,UNKNOWN,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,2.0,Toulouse,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8243,Georgia Tech Research Institute,Data engineer,mongodb/mariadb/python/docker,Phd,1.0,Marseille,"['mongodb', 'mariadb', 'python', 'docker']"
8244,Morningstar,Data architecte,mongodb/sql/docker,Master,0.0,Strasbourg,"['mongodb', 'sql', 'docker']"
8245,Vertex,Data architecte,cassandra/mongodb/nosql/aws,No diploma,1.5,Toulouse,"['cassandra', 'mongodb', 'nosql', 'aws']"
8246,Accenture,Data architecte,hadoop/elasticsearch,Master,2.5,Bordeaux,"['hadoop', 'elasticsearch']"
8247,Vaxess Technologies,Data scientist,c/c++/java/python,Master,2.5,Toulouse,"['c', 'c++', 'java', 'python']"
8248,UNKNOWN,Data scientist,matlab/python/c++/numpy/tensorflow/scikit-learn,Master,1.0,Rouen,"['matlab', 'python', 'c++', 'numpy', 'tensorflow', 'scikit-learn']"
8249,Allstate,Data scientist,excel/python/matlab/r/machine learning/anglais,Master,1.5,Marseille,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
8250,Booz Allen Hamilton,Data engineer,oracle/java/mysql/linux,No diploma,0.0,Nantes,"['oracle', 'java', 'mysql', 'linux']"
8251,Boston Children's Hospital,Data architecte,docker/gnu/windows/linux/python,Master,1.0,Paris,"['docker', 'gnu', 'windows', 'linux', 'python']"
8252,Northeastern University,Data architecte,python/hadoop/kafka/aws,Master,3.5,Lyon,"['python', 'hadoop', 'kafka', 'aws']"
8253,Tempus,Data architecte,hadoop/hive/vertica/tableau,Bachelor,1.0,Lyon,"['hadoop', 'hive', 'vertica', 'tableau']"
8254,Ball Aerospace,Data scientist,excel/python/matlab/r/machine learning/anglais,Master,0.0,Marseille,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
8255,UNKNOWN,Data engineer,python/pyspark/spark,Master,0.0,Lyon,"['python', 'pyspark', 'spark']"
8256,Brigham & Women's Hospital(BWH),Data architecte,python/hadoop/kafka/aws,Master,3.5,Paris,"['python', 'hadoop', 'kafka', 'aws']"
8257,KEYW Corporation,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,1.0,Lille,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
8258,UNKNOWN,Data engineer,python/pyspark/spark,Master,3.5,Lyon,"['python', 'pyspark', 'spark']"
8259,Zylotech,Data engineer,java/linux/gnu/docker,Phd,3.0,Lyon,"['java', 'linux', 'gnu', 'docker']"
8260,Ball Aerospace,Lead data scientist,r/python/hadoop/hive/sql,Phd,3.5,Rennes,"['r', 'python', 'hadoop', 'hive', 'sql']"
8261,KPMG,Data architecte,python/java/scala/mongodb,No diploma,0.5,Toulouse,"['python', 'java', 'scala', 'mongodb']"
8262,HDR,Data scientist,r/python/hadoop/hive/sql,Bachelor,4.0,Nice,"['r', 'python', 'hadoop', 'hive', 'sql']"
8263,Google,Data scientist,python/microsoft azure/r/sql,Phd,1.5,Lyon,"['python', 'microsoft azure', 'r', 'sql']"
8264,QuantumBlack,Data scientist,python/microsoft azure/r/sql,Bachelor,4.0,Rouen,"['python', 'microsoft azure', 'r', 'sql']"
8265,UNKNOWN,Data scientist,c++/r/python/matlab/matplotlib,Phd,0.0,Lyon,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
8266,Maven Wave Partners,Data scientist,python/tensorflow/r/big data,Master,2.5,Toulouse,"['python', 'tensorflow', 'r', 'big data']"
8267,bluebird bio,Data scientist,c++/r/python/matlab/matplotlib,Master,0.0,Lille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
8268,Ardent Eagle Solutions,Data engineer,java/linux/gnu/docker,Master,0.5,Toulouse,"['java', 'linux', 'gnu', 'docker']"
8269,National Instruments,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,0.0,Lyon,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
8270,"Pandora Media, Inc.",Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,No diploma,5.0,Lyon,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
8271,Ball Aerospace,Data architecte,elasticsearch/kibana/redshift,No diploma,3.5,Lille,"['elasticsearch', 'kibana', 'redshift']"
8272,Thermo Fisher Scientific,Lead data scientist,r/python/hadoop/hive/sql,Master,2.5,Lyon,"['r', 'python', 'hadoop', 'hive', 'sql']"
8273,Rubius Therapeutics,Data scientist,r/machine learning/excel/vba,Master,2.0,Toulouse,"['r', 'machine learning', 'excel', 'vba']"
8274,Department of Transportation,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Phd,2.0,Nice,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
8275,The Hexagon Lavish,Data scientist,r/machine learning/excel/vba,Master,21.0,Paris,"['r', 'machine learning', 'excel', 'vba']"
8276,USC,Data scientist,matlab/c/c++/python/scikit-learn,Phd,7.0,Toulouse,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
8277,UNKNOWN,Data scientist,java/c/c++/r/python,Phd,2.0,Marseille,"['java', 'c', 'c++', 'r', 'python']"
8278,Zingbox,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.0,Paris,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
8279,UNKNOWN,Data architecte,java/linux/docker,Master,1.5,Strasbourg,"['java', 'linux', 'docker']"
8280,Autodesk,Data architecte,hadoop/hive/vertica/tableau,No diploma,15.0,Strasbourg,"['hadoop', 'hive', 'vertica', 'tableau']"
8281,Chenega Corporation,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Master,2.5,Paris,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
8282,Biogen,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Bachelor,0.0,Nice,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
8283,Dicerna,Data scientist,python/microsoft azure/r/sql,Master,2.5,Marseille,"['python', 'microsoft azure', 'r', 'sql']"
8284,"Alexion Pharmaceuticals,Inc.",Data engineer,oracle/java/mysql/linux,Master,2.5,Toulouse,"['oracle', 'java', 'mysql', 'linux']"
8285,Clear Story Data,Data engineer,python/spark/gnu/linux,Bachelor,3.5,Marseille,"['python', 'spark', 'gnu', 'linux']"
8286,"POWER Engineers, Inc.",Data architecte,python/aws/docker,Master,3.0,Lille,"['python', 'aws', 'docker']"
